"","ROI_Name","X_position","Y_position","type","SegmentType","Gene","Expression"
"615","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","DNM1",-0.902627877416129
"616","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","DNM1",-0.870243987059078
"617","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","DNM1",-0.118408799694581
"618","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","DNM1",-1.26085623367448
"619","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","DNM1",-1.19014491607403
"620","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","DNM1",-0.870243987059079
"621","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","DNM1",-1.52363866490303
"622","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","DNM1",0.0787646174151643
"623","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","DNM1",-0.269064532409821
"624","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","DNM1",-0.637037332335811
"625","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.22932730459418
"626","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.48378439948614
"627","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.09039020564637
"628","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-1.80600145304657
"629","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-0.893317517866171
"630","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-1.41568793019056
"631","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-2.45058938028029
"632","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-0.764911544968251
"633","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-1.36420801001687
"634","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-1.12876276394152
"635","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-1.34484730053833
"636","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-1.74895355656192
"637","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","PMP2",0.761774724843955
"638","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","PMP2",-0.0423813936781011
"639","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","PMP2",0.333956705496083
"640","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","PMP2",0.716868838786798
"641","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","PMP2",0.193063852397249
"642","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","PMP2",0.688978341040702
"643","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","PMP2",0.193063852397249
"644","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","PMP2",0.761774724843956
"645","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","PMP2",1.3982927919957
"646","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","PMP2",0.592592534809856
"647","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","PMP2",0.761774724843955
"648","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","PMP2",0.333956705496083
"649","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","PMP2",0.619147887686204
"650","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","PMP2",0.789913167383199
"651","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","PMP2",0.535544638325205
"652","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","PMP2",0.515280905957676
"653","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","PMP2",0.562572613409851
"654","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","PMP2",0.515280905957676
"655","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","PMP2",0.818822621328607
"656","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","PMP2",0.729306653486882
"657","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","PMP2",0.786171859457289
"658","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","PMP2",0.881885492173409
"659","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","PMP2",0.637498420867013
"660","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","PMP2",0.761774724843955
"661","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","PMP2",0.997219970919306
"662","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","PMP2",0.418412092594393
"663","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","PMP2",0.458233009473025
"664","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","NDRG2",-0.812701710860327
"665","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","NDRG2",-0.927602106058602
"666","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","NDRG2",-0.951629368254223
"667","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","NDRG2",-1.66128734336015
"668","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","NDRG2",-1.18384678442467
"669","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","NDRG2",-1.11991944806198
"670","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","NDRG2",-1.11991944806198
"671","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","NDRG2",-1.31223679006536
"672","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","NDRG2",-1.80650247133969
"673","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","NDRG2",-2.09146017236818
"674","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","NDRG2",-1.63821239153194
"675","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","NDRG2",-2.20812779358892
"676","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","NDRG2",0.568684548206816
"677","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","NDRG2",0.347654183541017
"678","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","NDRG2",0.636356803672403
"679","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","NDRG2",0.0849565186856896
"680","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","NDRG2",0.221798562801594
"681","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","NDRG2",0.148883855048379
"682","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","NDRG2",0.42346942022727
"683","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","NDRG2",0.675295941704639
"684","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","NDRG2",0.804579255618265
"685","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","NDRG2",0.708427121255761
"686","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","NDRG2",0.789714912872616
"687","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","NDRG2",0.786106421002611
"688","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","NDRG2",0.460519381962406
"689","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","NDRG2",0.866938152529199
"690","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","NDRG2",0.814982516227812
"691","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","NDRG2",0.522605080709409
"692","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","NDRG2",0.605744666462723
"693","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","NDRG2",0.649699428973938
"694","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","NDRG2",0.405937459488676
"695","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","NDRG2",0.474276963159247
"696","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","NDRG2",0.779871450680078
"697","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","NDRG2",0.644277916839092
"698","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","NDRG2",0.897673050184754
"699","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","NDRG2",1.03423720681873
"700","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","NDRG2",0.842321784042957
"701","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","NDRG2",0.830870443522037
"702","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","NDRG2",0.807562781737899
"703","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","S100A1",-0.902937735285343
"704","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","S100A1",-1.6686250145463
"705","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","S100A1",-1.05065932624976
"706","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","S100A1",-2.03023500723532
"707","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","S100A1",-1.25184099366085
"708","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","S100A1",-1.18850371389143
"709","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","S100A1",-0.70838241323655
"710","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","S100A1",-1.41840867074037
"711","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","S100A1",-1.61085136988057
"712","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","S100A1",-1.82674285162549
"713","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","S100A1",-1.96621266824739
"714","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","S100A1",-1.30355772063872
"715","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","S100A1",1.11569680309295
"716","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","S100A1",0.510815500150015
"717","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","S100A1",0.976226986471058
"718","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","S100A1",0.079032536660178
"719","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","S100A1",0.839067658047904
"720","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","S100A1",0.510815500150015
"721","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","S100A1",0.635575502438077
"722","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","S100A1",0.477457665358887
"723","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","S100A1",0.496884459159719
"724","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","S100A1",0.789574640317292
"725","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","S100A1",0.929044456939187
"726","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","S100A1",0.605596057459781
"727","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","S100A1",0.550959169134732
"728","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","S100A1",0.968198990798038
"729","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","S100A1",0.538195328659017
"730","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","S100A1",0.294924018405096
"731","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","S100A1",0.427298997587605
"732","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","S100A1",0.559153837315052
"733","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","S100A1",0.155454201783201
"734","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","S100A1",0.833388391400134
"735","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","S100A1",0.77273483086123
"736","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","S100A1",0.610109470919317
"737","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","S100A1",0.419684020693158
"738","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","S100A1",0.748434652530704
"739","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","S100A1",0.775045319059971
"740","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","S100A1",0.532543170785785
"741","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","S100A1",0.775045319059971
"742","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","ATP5MC2",-1.23832778814715
"743","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","ATP5MC2",-1.79106292232729
"744","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","ATP5MC2",-1.49068658779813
"745","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","ATP5MC2",-1.22191367479752
"746","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","ATP5MC2",-1.42597397105071
"747","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","ATP5MC2",-1.28490696631021
"748","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","ATP5MC2",-1.43096799886717
"749","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","ATP5MC2",-1.30569565089958
"750","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","ATP5MC2",-1.76084638526325
"751","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","ATP5MC2",-1.46128628202258
"752","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","ATP5MC2",-1.34667304926023
"753","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","ATP5MC2",-1.43765266013773
"754","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","ATP5MC2",0.257218317712584
"755","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","ATP5MC2",0.50020132776487
"756","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","ATP5MC2",0.468935530756717
"757","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","ATP5MC2",0.739251584226378
"758","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","ATP5MC2",0.536502748315255
"759","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","ATP5MC2",0.530829002525107
"760","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","ATP5MC2",0.478776247814942
"761","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","ATP5MC2",0.48855285551229
"762","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","ATP5MC2",0.389550820625102
"763","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","ATP5MC2",1.05976308527071
"764","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","ATP5MC2",0.946840310556921
"765","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","ATP5MC2",0.907556431721899
"766","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","ATP5MC2",0.931660189014104
"767","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","ATP5MC2",1.01271369184221
"768","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","ATP5MC2",0.996279735962494
"769","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","ATP5MC2",0.747474640274328
"770","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","ATP5MC2",1.00164898667725
"771","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","ATP5MC2",1.03062228665898
"772","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","ATP5MC2",0.582967883320631
"773","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","ATP5MC2",0.682729843058282
"774","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","ATP5MC2",0.763644479577419
"775","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","ATP5MC2",0.706259954268285
"776","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","ATP5MC2",0.0804608480423303
"777","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","ATP5MC2",0.420780469592787
"778","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","ATP5MC2",0.34552048992462
"779","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","ATP5MC2",0.287233397720395
"780","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","ATP5MC2",0.302018778144689
"781","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","CST3",-1.62152421995611
"782","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","CST3",-1.87582069774757
"783","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","CST3",-1.76941887498959
"784","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","CST3",-1.39888278773897
"785","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","CST3",-1.28572652759987
"786","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","CST3",-1.44049067304777
"787","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","CST3",-1.14492260816412
"788","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","CST3",-1.8882996960441
"789","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","CST3",-1.32877181241764
"790","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","CST3",-1.35847696124364
"791","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","CST3",-1.16066115480344
"792","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","CST3",-0.790125067552827
"793","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","CST3",0.368320996285682
"794","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","CST3",0.43637448207767
"795","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","CST3",0.341958046927255
"796","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","CST3",-0.15097725986819
"797","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","CST3",0.735597535193498
"798","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","CST3",0.788029060453775
"799","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","CST3",0.795868970540736
"800","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","CST3",0.671671111614084
"801","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","CST3",0.992223289499241
"802","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","CST3",0.636932716719706
"803","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","CST3",0.368320996285682
"804","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","CST3",0.210645308124924
"805","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","CST3",0.593060726215339
"806","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","CST3",0.532223414936657
"807","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","CST3",0.355915405559879
"808","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","CST3",0.671671111614084
"809","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","CST3",0.634162315336734
"810","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","CST3",0.878015511349169
"811","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","CST3",0.834217307506733
"812","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","CST3",0.777965942027677
"813","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","CST3",0.870581705883271
"814","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","CST3",0.900967935209665
"815","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","CST3",0.611399676266846
"816","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","CST3",0.653948626385302
"817","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","CST3",1.02332568999019
"818","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","CST3",0.859029347555956
"819","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","CST3",0.671671111614084
